,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
1001,0.610902078,0.236473569,0.402713785,0.679067601,0.499139096,0.185203999,0.623998256,0.381916135,0.603317429,0.603946231,0.698591254,0.570757173,0.713631423,0.703910144,0.593940515,0.385923174,0.675053033,0.565980573,0.696169869,0.645403219,0.400809682,0.414202694,0.462885781,0.521728222,0.484643081,0.527539436,jazz
1002,0.48265788,0.462104416,0.537157884,0.663296132,0.618457245,0.360677814,0.772962202,0.322550288,0.426442195,0.893590789,0.634175448,0.764691989,0.398277756,0.855343533,0.309315713,0.478123183,0.289839658,0.770445542,0.253413037,0.616891536,0.115223563,0.519460856,0.298591516,0.440272914,0.548368094,0.529390485,blues
1003,0.379098892,0.403686801,0.455988822,0.72839293,0.552058967,0.223405914,0.725496775,0.400690942,0.532647495,0.410654231,0.807884321,0.451662653,0.652806851,0.696253761,0.591186087,0.495713376,0.661224248,0.687187644,0.569093031,0.539157918,0.436671532,0.283818835,0.268997374,0.305666517,0.447819068,0.531983718,alternative
1004,0.357364705,0.112115594,0.324292157,0.489034335,0.355213785,0.251493726,0.501726876,0.456774253,0.431887592,0.689413426,0.707986615,0.363175573,0.636262866,0.608688435,0.544545522,0.527870756,0.583187496,0.474818189,0.654371407,0.459542179,0.202924622,0.282018965,0.460948722,0.475755048,0.569895226,0.553998955,blues
1005,0.523937229,0.501798129,0.637738291,0.846895745,0.768746098,0.460980488,0.851214969,0.273815313,0.493130113,0.365688499,0.75552582,0.430152312,0.575591135,0.594799477,0.630180126,0.485836139,0.64286772,0.569228426,0.629778692,0.459616848,0.289723457,0.503341857,0.555726918,0.492690646,0.299710805,0.438949536,pop
1006,0.266245575,0.595881043,0.456607639,0.687321439,0.505100256,0.305909403,0.75572442,0.358505139,0.520369467,0.447861528,0.672132864,0.356208726,0.758690174,0.577163878,0.642917519,0.414468967,0.421904456,0.589975445,0.467107035,0.462131235,0.186752281,0.279767151,0.429430124,0.335583522,0.400553993,0.125000893,pop
1007,0.246421823,0.183719328,0.314005273,0.668957514,0.422305988,0.102370802,0.530896826,0.419456848,0.713167871,0.595296486,0.700847246,0.490273068,0.617822276,0.576969368,0.387561114,0.384045758,0.571593521,0.485657876,0.406189273,0.374893594,0.269105874,0.465616315,0.46301075,0.433544232,0.410067861,0.531787202,jazz
1008,0.49177909,0.136965888,0.270433313,0.572555621,0.34414551,0.108452634,0.425501067,0.445583943,0.61415248,0.630889804,0.8336693,0.462611202,0.612233485,0.783751785,0.864713966,0.637672286,0.698198452,0.589328962,0.659407766,0.538340266,0.358158884,0.481723616,0.493380232,0.381571598,0.656267168,0.590669732,jazz
1009,0.529242715,0.702511929,0.479357898,0.753117359,0.601305418,0.274350716,0.866542868,0.363314484,0.57409744,0.538759246,0.695664191,0.461354145,0.577047938,0.616958921,0.618992437,0.438552105,0.625511839,0.425846853,0.537138403,0.444456653,0.306337396,0.421850911,0.436499506,0.449947311,0.399826572,0.370655271,blues
1010,0.411272216,0.564589592,0.402815771,0.666702208,0.492738909,0.233662598,0.81059845,0.436043676,0.52559376,0.504240535,0.740122866,0.54992106,0.627098262,0.623777773,0.572486285,0.455015312,0.604378095,0.456581921,0.597511538,0.474081458,0.406897675,0.449119939,0.430632399,0.458898579,0.43791224,0.536749348,pop
1011,0.485128192,0.209738053,0.472391871,0.664323783,0.525123991,0.338773564,0.675555383,0.356901322,0.463285887,0.591842598,0.821643702,0.559602604,0.585797247,0.683075988,0.453586973,0.45488517,0.61622297,0.540979539,0.531729531,0.417883032,0.207549411,0.439547515,0.304738162,0.283904026,0.530475837,0.851708226,blues
1012,0.713353138,0.371302613,0.704439579,0.919113439,0.837388614,0.312508075,0.703247859,0.209138007,0.654134501,0.388739658,0.719546447,0.563907406,0.61522925,0.671394211,0.614509697,0.579691778,0.867964422,0.767477399,0.670933284,0.550823209,0.560595876,0.679268512,0.534633517,0.618019553,0.635319365,0.489105317,hiphop
1013,0.355775045,0.3955525,0.364296297,0.58996531,0.409032289,0.247002526,0.65878593,0.389638074,0.486074671,0.596034459,0.783292085,0.528189117,0.80233474,0.685762536,0.874096585,0.632755471,0.632774644,0.544533008,0.679111481,0.510947488,0.373828517,0.504462004,0.593919514,0.729043414,0.690760323,0.646383558,folk
1014,0.527582815,0.392269957,0.538984557,0.752473581,0.628483917,0.333003624,0.733880725,0.334892127,0.622179654,0.48431637,0.681171422,0.647996096,0.564973885,0.61882293,0.433101551,0.379996591,0.671673597,0.587834452,0.7454886,0.486600715,0.407180409,0.629380931,0.456803363,0.588685196,0.675315027,0.403764946,hiphop
1015,0.375092882,0.456782233,0.504250543,0.785982386,0.641105936,0.268335719,0.771445255,0.334936606,0.62383588,0.508253154,0.672382625,0.494056556,0.633266135,0.493613876,0.338838115,0.455195892,0.506500133,0.361310064,0.591551867,0.598223237,0.429200257,0.5976935,0.621558367,0.455352819,0.426582029,0.528219573,folk
1016,0.474885302,0.334797883,0.437794166,0.690416879,0.503330429,0.272024915,0.765220241,0.416083749,0.498107488,0.42056705,0.699617794,0.357717982,0.502612084,0.488667683,0.666933206,0.494075489,0.611108861,0.679467804,0.577796698,0.414898661,0.185609918,0.215668411,0.32332438,0.390699566,0.427093312,0.640860736,alternative
1017,0.506340677,0.258739846,0.580845009,0.838718098,0.74122461,0.378093824,0.738510411,0.337599495,0.554812462,0.522106558,0.740989813,0.270803419,0.611708589,0.453975989,0.589616553,0.396668861,0.409130052,0.540620982,0.544284185,0.489819495,0.21016381,0.389567926,0.334934111,0.524080733,0.399211158,0.584288958,pop
1018,0.354200564,0.54590644,0.497704623,0.700039432,0.558531181,0.419833452,0.841731594,0.347497019,0.480825094,0.468012895,0.734293993,0.614306843,0.6747662,0.596879713,0.443362143,0.27639444,0.590774289,0.682030909,0.522974463,0.396264051,0.231885032,0.322107687,0.431752999,0.459259594,0.379272174,0.490218206,blues
1019,0.427623201,0.47488472,0.412946114,0.645028005,0.465776494,0.262414286,0.756147321,0.410481075,0.496767081,0.536387096,0.752010716,0.497290055,0.711099111,0.674862227,0.747402168,0.624147246,0.608365318,0.533854299,0.492812746,0.392812045,0.334885943,0.42735777,0.502302916,0.613711342,0.4150278,0.485221249,alternative
1020,0.269877324,0.258098887,0.258346942,0.628869119,0.295334655,0.100535114,0.560097924,0.487346781,0.783781116,0.54827861,0.714028639,0.493016906,0.654322103,0.520533165,0.462452885,0.313726781,0.517487971,0.492619634,0.626754836,0.443598232,0.276113488,0.254358186,0.316077868,0.424353412,0.554745021,0.552616779,jazz
1021,0.619185728,0.28041474,0.558628429,0.785079357,0.657092683,0.383061766,0.767969819,0.323393179,0.513847908,0.504057385,0.721294522,0.330577862,0.626369689,0.547648104,0.486830655,0.462999996,0.545598163,0.366097945,0.584479238,0.286890582,0.192602427,0.387661005,0.286644367,0.334333441,0.373002176,0.469022093,jazz
1022,0.405732102,0.171696866,0.437850382,0.612060633,0.486829198,0.297893861,0.580841736,0.422492019,0.519815218,0.561990009,0.631443625,0.369880307,0.563641251,0.48289443,0.322366767,0.417517755,0.544100035,0.41805201,0.511698129,0.391919951,0.318963461,0.415982103,0.344527138,0.409465779,0.403915692,0.485784079,alternative
1023,0.267227007,0.28205631,0.772364979,0.913118901,0.829873711,0.577658073,0.716930635,0.18951621,0.622877632,0.399858814,0.689615141,0.320777529,0.65826716,0.474687854,0.763409985,0.257897856,0.385492036,0.184729115,0.403551536,0.227751888,0.005582326,0.445557856,0.535521498,0.566024437,0.592434797,0.488102118,alternative
1024,0.420054919,0.312281027,0.295626768,0.558056637,0.356932163,0.152772024,0.604498695,0.500138402,0.617744522,0.532850704,0.638146677,0.781566606,0.746396338,0.500451363,0.825633149,0.430416415,0.524465305,0.401289078,0.77404204,0.368346315,0.367723391,0.504299206,0.448483617,0.221238968,0.459017642,0.503083067,blues
1025,0.824355593,0.515814137,0.664314615,0.715104094,0.66447039,0.609221212,0.906508731,0.228074891,0.419254381,0.613195189,0.565060925,0.55883029,0.685936326,0.703101926,0.725993217,0.438074923,0.629450962,0.646440534,0.613878264,0.469873676,0.273429486,0.350240543,0.399531616,0.530330722,0.437212004,0.59713017,rock
1026,0.865253916,0.24117254,0.168106606,0.412642884,0.212914246,0.06743926,0.522718156,0.601372248,0.527712189,0.562166932,0.798969841,0.694022008,0.73413131,0.675330266,0.756044492,0.577851568,0.893269541,0.367833572,0.552478503,0.583629997,0.571792763,0.464981343,0.525822048,0.370272432,0.516896032,0.628786585,alternative
1027,0.414700835,0.28803344,0.399371956,0.50931344,0.378142642,0.366843553,0.730804329,0.471016426,0.310082318,0.512026894,0.716446439,0.358083288,0.611129312,0.612039453,0.456596034,0.3344297,0.77040486,0.603077127,0.501715145,0.576480337,0.367083336,0.466903384,0.547926509,0.428840309,0.424855672,0.611207501,blues
1028,0.432324881,0.226535199,0.189174961,0.483250865,0.215469518,0.065630308,0.427949919,0.542392975,0.881938238,0.581902102,0.539933489,0.384804549,0.643954829,0.580836534,0.819101212,0.30645744,0.50548458,0.065731676,0.442187144,0.375309701,0.236200281,0.233992587,0.406179361,0.354819946,0.416185717,0.519024811,jazz
1029,0.744459081,0.457608578,0.640674815,0.832893468,0.738967738,0.381840947,0.823513435,0.234712861,0.560426063,0.582912264,0.673007257,0.525060145,0.689249043,0.699792043,0.74023623,0.549769752,0.815113244,0.791926551,0.563237532,0.548844912,0.333078613,0.501194018,0.506486102,0.361720135,0.540247885,0.833874104,pop
1030,0.388405342,0.031283065,0.05618353,0.107836213,0.043460217,0.103854503,0.176596041,0.959436525,0.660801723,0.256582275,0.731794739,0.403475446,0.661181231,0.438548586,0.437153186,0.195619621,0.555727955,0.2422218,0.569759287,0.361292739,0.26222346,0.060659686,0.264198861,0.297972484,0.606245435,0.465603651,folk
1031,0.742205499,0.237634395,0.598227442,0.858592594,0.750876339,0.334433857,0.725123524,0.289628571,0.603950868,0.510877511,0.750544743,0.439397614,0.645099609,0.682278417,0.657980602,0.407788822,0.637423641,0.628193931,0.559347204,0.396991372,0.350914177,0.446404894,0.480247568,0.530796604,0.515022402,0.633705725,pop
1032,0.673796856,0.40784107,0.773653778,0.83660867,0.79681637,0.618012019,0.767189968,0.158527314,0.653121048,0.581139711,0.672571089,0.567004383,0.516957111,0.548412958,0.549779782,0.403009085,0.611185199,0.552881026,0.595132174,0.479382301,0.374189657,0.420896692,0.488643892,0.483842588,0.402774723,0.556316722,hiphop
1033,0.447045698,0.151630997,0.735119993,0.732477799,0.697778113,0.64127892,0.62387487,0.145325535,0.433169023,0.566926926,0.551347113,0.25635494,0.568086402,0.400494104,0.572942091,0.366881931,0.761465067,0.22817201,0.599033106,0.570911488,0.152109888,0.42974632,0.400378049,0.427300578,0.469539468,0.721457845,electronic
1034,0.500744242,0.354885611,0.421685956,0.621071865,0.473651536,0.25577997,0.732375792,0.422359576,0.452036786,0.54075304,0.677143554,0.429515114,0.558348404,0.620871332,0.534245365,0.487293999,0.567796862,0.470683082,0.640996308,0.458966042,0.416476564,0.336372154,0.499535868,0.526192716,0.399428938,0.429851763,folk
1035,0.78363128,0.450915209,0.719431493,0.745101279,0.719170377,0.617062988,0.858705508,0.153223783,0.439897385,0.685069777,0.66855867,0.401860364,0.654523302,0.737399769,0.69350711,0.533470747,0.757280045,0.574422616,0.5936903,0.418993018,0.170855253,0.344896812,0.346425698,0.649239987,0.649488765,0.55474845,rock
1036,0.476949053,0.433211594,0.568278751,0.729168609,0.621521228,0.430606982,0.786724426,0.310208079,0.478865921,0.563555047,0.841646616,0.352533237,0.570691953,0.645784424,0.565499808,0.424718029,0.640747358,0.406318378,0.699175462,0.511730287,0.376766292,0.540300718,0.521673785,0.504203535,0.366533167,0.388784681,blues
1037,0.613717665,0.482994685,0.615122988,0.777728474,0.661867098,0.378566114,0.792089155,0.231561095,0.488983633,0.565150695,0.712209844,0.406391334,0.848918367,0.562674226,0.666899762,0.499951752,0.691308288,0.719096422,0.673745853,0.583615899,0.331999934,0.377759278,0.499148208,0.486065519,0.456529032,0.67443249,hiphop
1038,0.353332088,0.446614345,0.488182457,0.798298896,0.613546719,0.254777467,0.745298124,0.371435889,0.645976448,0.538289786,0.727330377,0.288100823,0.792368986,0.418505017,0.527438492,0.497465945,0.406938934,0.410143457,0.578806762,0.489678858,0.441645584,0.24247947,0.350192208,0.244527219,0.394528544,0.629296094,jazz
1039,0.496879546,0.395663604,0.565445426,0.793694918,0.663616345,0.351044158,0.775896214,0.291079904,0.56645549,0.527694175,0.715842202,0.467172124,0.688200325,0.577870785,0.503337727,0.326264285,0.572101131,0.497971775,0.523645418,0.332215023,0.314720568,0.383366317,0.290447022,0.342245923,0.378553816,0.341622368,folk
1040,0.65297927,0.330794442,0.578376404,0.780188648,0.677757808,0.335155656,0.760819269,0.254983705,0.607977573,0.722734131,0.666694617,0.572733823,0.545866543,0.536314768,0.505497001,0.418570997,0.600449179,0.465282755,0.59714058,0.431786683,0.245334139,0.35807352,0.402382863,0.572312153,0.471237111,0.442012958,jazz
1041,0.328626816,0.254371826,0.240076814,0.514096391,0.285597179,0.122723769,0.544113165,0.551496336,0.637453098,0.525450261,0.714631954,0.471712492,0.499209374,0.484100723,0.604127779,0.308456098,0.526709992,0.311287349,0.484291129,0.387700296,0.24207754,0.264142935,0.408664178,0.472033031,0.38689154,0.438323449,alternative
1042,0.304769175,0.344863888,0.282519658,0.601543147,0.343171419,0.107980344,0.624349252,0.492109928,0.670065278,0.538132695,0.677362366,0.479232685,0.498149056,0.560598487,0.517953375,0.379588181,0.59928921,0.432936744,0.570937307,0.488045103,0.30647316,0.433167736,0.568928851,0.506767739,0.38773464,0.35776364,jazz
1043,0.733854746,0.286107498,0.814146941,0.859100142,0.846714502,0.696808485,0.794719798,0.124490286,0.596040332,0.655157545,0.706978369,0.526061903,0.559964275,0.585912629,0.51705116,0.500717841,0.647028175,0.550485379,0.549656444,0.486822716,0.349802807,0.460634932,0.516974254,0.417063366,0.527059448,0.662440645,jazz
1044,0.513254346,0.437328772,0.461518665,0.702900937,0.544386289,0.309358001,0.806007496,0.379841887,0.54191206,0.54472295,0.645897585,0.49929942,0.662447664,0.649130817,0.686042017,0.437313112,0.546859765,0.626815491,0.634189496,0.449684785,0.336053101,0.36362008,0.466284802,0.533782246,0.413290822,0.630782565,jazz
1045,0.370552575,0.26772853,0.382460332,0.780442866,0.520061464,0.104594121,0.554420874,0.366162932,0.775576369,0.525079073,0.858592654,0.489661506,0.607746031,0.595272528,0.646592357,0.472334782,0.654740964,0.484571238,0.605342738,0.519891436,0.403254922,0.594944344,0.519588468,0.43868725,0.524120246,0.654633313,jazz
1046,0.273214645,0.356012575,0.393988274,0.74774993,0.512543131,0.182156399,0.655370038,0.395094345,0.665756794,0.464571604,0.779593409,0.460064896,0.645811194,0.576761391,0.487232346,0.417558762,0.490849887,0.466941223,0.598057367,0.516982678,0.401482286,0.342426489,0.478263269,0.501554154,0.460351154,0.676440848,jazz
1047,0.494578666,0.714685399,0.527114381,0.687968499,0.577913525,0.360137946,0.899071393,0.318517662,0.468520585,0.686135705,0.685610824,0.39189574,0.57260076,0.602419316,0.606009265,0.369498507,0.519186498,0.551434918,0.571120816,0.381593127,0.265997719,0.431426255,0.379555257,0.367274499,0.325218009,0.330856653,alternative
1048,0.620636433,0.075004059,0.620567794,0.831085227,0.692763605,0.352474391,0.434840994,0.217088686,0.743355485,0.716648143,0.83967572,0.403506079,0.733162402,0.680272074,0.614622885,0.489115577,0.729028262,0.64550898,0.667337245,0.506060925,0.33276525,0.391473685,0.484726101,0.553814326,0.468595768,0.525557487,hiphop
1049,0.463561486,0.208623291,0.40769837,0.578228728,0.436567497,0.370216408,0.684597324,0.444541331,0.419116975,0.5840824,0.795858547,0.408689556,0.519387884,0.48726672,0.588380759,0.438765062,0.551332034,0.468014433,0.571717418,0.414533279,0.356790246,0.508537464,0.494285085,0.500072859,0.38965667,0.372521624,rock
1050,0.609228841,0.248587241,0.790440601,0.955214939,0.905832196,0.552876281,0.691395498,0.140016007,0.714549432,0.580207453,0.727893368,0.538808652,0.691166781,0.65193087,0.697808886,0.392287007,0.546416407,0.474362425,0.54791147,0.547584195,0.312007907,0.384415689,0.370194762,0.404947193,0.3539568,0.43666305,rock
1051,0.522746486,0.272713403,0.562857339,0.750265025,0.643071266,0.372466462,0.726673248,0.260142977,0.510958213,0.694248104,0.768093566,0.47427076,0.647636472,0.645225081,0.536636328,0.360914023,0.767796201,0.619585555,0.598447689,0.501630756,0.245764447,0.25050257,0.301408946,0.412182334,0.568242814,0.617805706,rock
1052,0.520013681,0.35729616,0.566499216,0.791365576,0.667595025,0.412878332,0.761234507,0.297334982,0.598305895,0.576205918,0.735564655,0.519823221,0.672178827,0.550369619,0.547704638,0.454269196,0.706597265,0.590861871,0.528945558,0.435654234,0.358091931,0.477193801,0.393117434,0.499506221,0.410253076,0.487549882,blues
1053,0.474976537,0.426738539,0.506385785,0.693780605,0.562887149,0.355455159,0.80921241,0.345970203,0.473642774,0.634255533,0.723701763,0.282827007,0.537174059,0.580542204,0.453330051,0.426185914,0.807489854,0.557436117,0.756675326,0.42443497,0.287055823,0.529345539,0.37775642,0.391730245,0.435031383,0.479643423,rock
1054,0.475729924,0.469543323,0.572054324,0.87279285,0.750303546,0.30443907,0.811438727,0.307467577,0.640079606,0.481083075,0.723552221,0.46357266,0.643950901,0.646185133,0.647850795,0.477253401,0.601302092,0.457726944,0.491044436,0.220598965,0.19301267,0.390369059,0.374244087,0.407245329,0.463817156,0.411462563,pop
1055,0.593070967,0.561074252,0.240565861,0.269619843,0.263049041,0.229732802,0.676936213,0.783328672,0.108390391,0.740215034,0.907434703,0.274273554,0.64259321,0.429475363,0.85136608,0.239341352,0.5992039,0.651707166,0.73475879,0.717136343,0.641364301,0.465606114,0.505370837,0.30511567,0.461763196,0.435978783,electronic
1056,0.171114253,0.085415124,0.56219518,0.578794187,0.540664851,0.417222499,0.452995486,0.208335854,0.339309715,0.261959253,0,0.174278167,0,0.064768721,0.450005303,0.356626974,0.601383314,0.127964784,0,0.187143775,0.174292401,0.4726244,0.508234463,0.465503039,0.548826317,0.519399528,alternative
1057,0.451903083,0.416268933,0.506417828,0.730937381,0.574092621,0.329737704,0.799028608,0.352563118,0.508020641,0.557815608,0.729834848,0.410019497,0.705543817,0.534678519,0.723228192,0.46027527,0.64022395,0.456748733,0.545028328,0.502897352,0.384679496,0.426990441,0.491187174,0.418329881,0.39262593,0.39319896,pop
1058,0.36009751,0.452008947,0.3337379,0.614082298,0.384947557,0.187471877,0.702872943,0.497596816,0.541895416,0.515243829,0.823501926,0.235920768,0.605441048,0.466278592,0.457971364,0.416887622,0.565492782,0.382816403,0.738241346,0.382991743,0.184975836,0.197566129,0.158757676,0.216167331,0.234315587,0.343459665,folk
1059,0.332324388,0.309838684,0.465798939,0.731633773,0.560774333,0.273049693,0.722874772,0.381385948,0.571994774,0.508941653,0.679324021,0.34593384,0.633260097,0.613446617,0.585385787,0.368929034,0.511250013,0.413527724,0.572344792,0.414569216,0.334739939,0.481074547,0.42832196,0.395744959,0.487326814,0.615830374,jazz
1060,0.581445341,0.351584324,0.392093384,0.659591399,0.491312073,0.202781158,0.696470876,0.377647836,0.608453606,0.721519728,0.772804583,0.478018834,0.416728026,0.625454536,0.534624369,0.339523597,0.683292435,0.656561877,0.581472399,0.392884172,0.362159754,0.557046483,0.453186541,0.383199586,0.461649851,0.470136442,jazz
1061,0.478469476,0.707061805,0.383215275,0.683393985,0.478350494,0.164151509,0.781655571,0.399242709,0.620082327,0.645107471,0.850578559,0.451390415,0.529990434,0.66500227,0.74925469,0.346556693,0.474720147,0.518260332,0.67829168,0.433800465,0.337554699,0.558577341,0.39581672,0.330241646,0.432087975,0.374730698,rock
1062,0.532527647,0.226040405,0.628655011,0.773501242,0.717716101,0.510410402,0.717273322,0.223488957,0.456596498,0.477089552,0.629603914,0.520592546,0.700673622,0.687049917,0.410703727,0.396241642,0.641570257,0.677653303,0.522975702,0.399911875,0.352614083,0.426361354,0.459691882,0.428661062,0.282350833,0.134220095,jazz
1063,0.389330354,0.413218058,0.447741026,0.670149011,0.535526866,0.287623808,0.799259467,0.403528143,0.508542101,0.536942211,0.617093388,0.60452753,0.636104808,0.594240877,0.586632698,0.581222597,0.590157878,0.455980954,0.520046357,0.435500635,0.410148595,0.515005564,0.436801386,0.617192678,0.466351925,0.654308081,rock
1064,0.366553557,0.328971947,0.561578738,0.822231165,0.686829884,0.277322569,0.696423704,0.242422302,0.654335474,0.668394851,0.819681117,0.476141135,0.618888745,0.633985622,0.595372829,0.475039809,0.614952751,0.367881496,0.60493375,0.31857197,0.337490652,0.329316641,0.289356435,0.378785748,0.246839877,0.312554406,rock
1065,0.5238747,0.36658899,0.617713321,0.759644907,0.644981719,0.515315965,0.713296397,0.30232071,0.516404074,0.452149425,0.756871994,0.363499765,0.712544725,0.636227355,0.480828413,0.281261888,0.568590257,0.519485381,0.619903638,0.730738168,0.379656268,0.543973868,0.514871481,0.363738135,0.368167231,0.319433761,hiphop
1066,0.52045273,0.491127988,0.677255016,0.795679942,0.732773346,0.475314006,0.796030641,0.210589686,0.48285532,0.355132025,0.610532883,0.408346814,0.421300159,0.458089374,0.275116497,0.339070582,0.580450606,0.356487665,0.493251666,0.470996947,0.297374036,0.465984594,0.302556917,0.474786608,0.427421228,0.493457519,hiphop
1067,0.656793058,0.437093277,0.54467169,0.8478033,0.717894455,0.240608806,0.766869819,0.311872974,0.639818756,0.478890305,0.739789853,0.587680416,0.633429725,0.663324319,0.62812488,0.551427277,0.628581761,0.433732913,0.656266264,0.504528415,0.378958324,0.540040355,0.448375151,0.479495778,0.444832116,0.557611305,jazz
1068,0.312477055,0.065979933,0.083350802,0.210274139,0.078160478,0.112244308,0.231131427,0.759589732,0.668315453,0.260938831,0.683825418,0.557372137,0.965640645,0.657980882,0.705359527,0.38329634,0.68823557,0.451110537,0.614166515,0.349556876,0.337016662,0.314467456,0.555509775,0.142639904,0.110613819,0.550525557,jazz
1069,0.523083883,0.287479146,0.555602952,0.745645139,0.634091798,0.305303447,0.690394982,0.256588931,0.56676309,0.665275116,0.683061092,0.586901289,0.700756288,0.467990662,0.504126596,0.515458127,0.665633796,0.531342916,0.673645986,0.510183946,0.369216256,0.386594056,0.417019735,0.485443706,0.346516469,0.393214598,blues
1070,0.666528303,0.259515151,0.513901686,0.67128605,0.54962031,0.317467106,0.744260852,0.326025055,0.418339136,0.659628602,0.697939666,0.355873289,0.632972746,0.597016852,0.618053926,0.405729021,0.637428835,0.414590134,0.52422738,0.477897825,0.223295115,0.267852444,0.413458628,0.368184308,0.339792992,0.464487237,rock
1071,0.512527614,0.379341858,0.457920959,0.777557907,0.575166179,0.229781813,0.705215612,0.362633758,0.640751766,0.585768529,0.776811597,0.368248398,0.709837585,0.591078107,0.680466192,0.558648447,0.55736899,0.522343171,0.478921949,0.424677009,0.436509175,0.648217808,0.658495097,0.661819727,0.51586089,0.591603906,pop
1072,0.667783272,0.553760435,0.564737956,0.714120604,0.593622451,0.386398978,0.869840689,0.288404348,0.430113201,0.649111933,0.771332444,0.297044414,0.595106949,0.673616648,0.782919977,0.623541176,0.654806766,0.668581736,0.625747695,0.615906768,0.435163116,0.571630075,0.4708883,0.525615583,0.467830734,0.478184203,alternative
1073,0.603603292,0.366350832,0.539041768,0.754766529,0.638729018,0.353623924,0.779872711,0.325546502,0.539805665,0.577395872,0.679746392,0.469536544,0.685803931,0.750098401,0.672978619,0.365701495,0.573368467,0.688301707,0.677779537,0.45620881,0.310117722,0.474359629,0.450151646,0.454713445,0.365878161,0.500457488,folk
1074,0.144310451,0.29234113,0.12583861,0.357339847,0.124618424,0.071146283,0.341123657,0.538628861,0.993903335,0.508199709,0.783697628,0.444857892,0.575013813,0.454801284,0.389171364,0.231370115,0.467902646,0.171938302,0.396710675,0.248348947,0.270519488,0.309827394,0.368071966,0.366420512,0.534335139,0.647623647,jazz
1075,0.541116906,0.517309278,0.514042118,0.666333516,0.539447238,0.416923975,0.856861815,0.32062339,0.417716728,0.606350561,0.771508172,0.436077285,0.556277988,0.661099885,0.37350657,0.488011274,0.504240271,0.478950593,0.579689193,0.417157639,0.271301821,0.47413601,0.521161334,0.568101454,0.386720827,0.510497047,blues
1076,0.411871724,0.552939116,0.419507528,0.606683513,0.507713047,0.331868191,0.688099217,0.427930858,0.554712569,0.600444143,0.514098295,0.678744776,0.354453458,0.875345901,0.220480195,0.61003509,0.448083393,0.590923532,0.597785463,0.498544382,0.502855998,0.267714472,0.568168274,0.345732159,0.508076331,0.392944606,jazz
1077,0.773378957,0.345421278,0.468010768,0.707248359,0.539821097,0.23277149,0.634718396,0.311487623,0.584691573,0.60151166,0.720276277,0.497942847,0.829631477,0.697976777,0.568711935,0.539831724,0.746747828,0.464751908,0.621253986,0.49555235,0.423006594,0.55500983,0.485943389,0.527790597,0.424633998,0.338423493,hiphop
1078,0.562819286,0.128122221,0.438276999,0.631985548,0.554725958,0.309279592,0.562428567,0.42052553,0.49177488,0.716468559,0.487928492,0.837177501,0.389145659,0.737623645,0.233374622,0.462766889,0.456051181,0.691825834,0.468632795,0.589368658,0.26481083,0.444492918,0.481911238,0.540272638,0.334220446,0.50675643,jazz
1079,0.534736201,0.323661181,0.489177783,0.595091441,0.506489364,0.395630884,0.769237085,0.367485949,0.337997496,0.597629918,0.590018919,0.395306967,0.577443673,0.576582105,0.632992301,0.483443475,0.609353364,0.540729734,0.747541682,0.591792085,0.3541028,0.44768121,0.47447094,0.430773697,0.456653125,0.644962832,electronic
1080,0.338683857,0.214396205,0.549557409,0.693100573,0.552926731,0.40439496,0.642347832,0.326056435,0.508952155,0.429711946,0.664371486,0.328731392,0.670165032,0.569677683,0.365597081,0.390663042,0.319541505,0.313279112,0.553468956,0.340173399,0.195229393,0.095536175,0.128663076,0.341522045,0.077684319,0.263965463,pop
1081,0.443241495,0.3631184,0.656497649,0.84634014,0.762555136,0.43783389,0.76518011,0.256589128,0.597004045,0.502883397,0.68570442,0.407159619,0.672980552,0.635311631,0.643658567,0.575714658,0.598069035,0.483599272,0.471406871,0.374145222,0.227608119,0.360831235,0.351379343,0.399781124,0.329997134,0.472654302,rock
1082,0.589195693,0.183338717,0.384243993,0.544753569,0.422278549,0.313867021,0.679237436,0.464256475,0.380340289,0.647637325,0.65561511,0.433250582,0.635435713,0.627795821,0.603552433,0.505008616,0.472910467,0.643222681,0.666440988,0.32656772,0.253156037,0.43354518,0.262285726,0.342036487,0.469379365,0.418091157,folk
1083,0.474877487,0.466392296,0.454637581,0.690204334,0.556847102,0.268772362,0.751634717,0.378545143,0.568651649,0.538845874,0.612171522,0.608839133,0.530669633,0.637723696,0.595476256,0.352067335,0.726755758,0.392792076,0.627747005,0.41216552,0.370738449,0.593514104,0.472800597,0.511574188,0.444057164,0.564775092,jazz
1084,0.82583112,0.419561595,0.646805583,0.739773339,0.679640821,0.556636771,0.830345044,0.238808174,0.432410273,0.616820743,0.748207317,0.410784481,0.548154776,0.625677231,0.706357981,0.323368288,0.696382415,0.595378091,0.574363505,0.518015011,0.349159008,0.408875516,0.491231131,0.350381205,0.503417883,0.478126046,rock
1085,0.422553315,0.404469398,0.423452659,0.784727067,0.622570776,0.145857003,0.587431083,0.107031224,0.746102672,0.99869381,0.939094568,0.795948441,0.869711646,0.753683914,0.813903114,0.620943334,0.655624001,0.682222495,0.747146404,0.610189965,0.39892119,0.381639652,0.542063587,0.366209294,0.354459038,0.659853611,electronic
